matricola,cognome,nome,residenza,classe,nazione,data_nascita,cap
19950,CHELEMINDRA,SILVIA,CAPRINO VERONESE,2ME,Italy,14/10/2006,37138
20157,BOSCAINI,EMANUELE,BOVOLONE,2OE,Italy,03/08/2003,37060
20526,DI GIACOMO,LORENZO,BELFIORE,4EI,Italy,31/08/2007,37142
20020,MARINELLI,MATTEO,SAN PIETRO IN CARIANO,2HL,Italy,09/02/2007,37139
19203,CASTIONI,GIACOMO,PESCANTINA,1IL,Italy,31/01/2005,37012
19351,CHANDER,LUCA,SANT'AMBROGIO DI VALPOLICELLA,1IL,Italy,25/11/2007,37142
20412,TAIOLI,SILIANG,SAN BONIFACIO,1LE,Romania,12/01/2007,37131
20266,OTTAVIANI,MICHAEL,VERONA,1NE,Italy,15/01/2007,37060
20076,SAOUDI,ALESSIO,VELO VERONESE,2LE,Italy,07/12/2006,37060
18369,FORNASARI,NICOLO',CASTEL D'AZZANO,5AL,Italy,12/06/2007,37010
20232,ZENORINI,ELIA,VERONA,2BI,Italy,18/12/2003,37138
19949,BRUTTI,MICHELE,ZEVIO,5BL,Italy,28/04/2003,37039
18872,LLUSHA,PIETRO,LAZISE,2OE,Italy,16/07/2007,37012
19576,LABORDE CUTINO,ZEINA SALAH MAHROUS SALEH,VERONA,3BL,Italy,10/03/2002,37132
19156,GARAVASO,LUIGI,GREZZANA,3AT,Italy,31/05/2004,46040
20071,EL GUERCH,SARA,VERONA,1HL,Italy,19/04/2007,37137
19522,YANG,FEDERICO,COLOGNOLA AI COLLI,1AI,Italy,16/11/2005,37135
18766,ARCARESE,LUCA,BUSSOLENGO,1LE,Albania,02/04/2007,37028
18581,BUCIUMAS,PARMOL,CASTELNUOVO DEL GARDA,5AT,Italy,17/03/2005,37015
19323,GUARINON,RICCARDO,MOZZECANE,3CI,Italy,02/01/2005,37057
20096,FATTORELLI,THOMAS,VERONA,3BE,Poland,29/04/2005,37014
18762,TORTELLA,LUCA,VERONA,2CI,Italy,19/06/2003,37060
18969,PAPPALARDO,DAVIDE,POVEGLIANO VERONESE,1QL,Italy,09/10/2006,37060
20024,MELODIA,ENRICO,GREZZANA,2PE,Italy,04/10/2005,37023
18675,HAIDER,TOMMASO,CALDIERO,4CI,Italy,13/07/2006,37056
20388,BOUDEHINA,NICOLA,SAN MARTINO BUON ALBERGO,1QL,Italy,07/04/2006,37013
20447,LABBATE,NICHOLAS,CASTELNUOVO DEL GARDA,5AL,Italy,21/09/2006,37138
18761,ZANCHETTA,SARA,CALDIERO,4AL,Italy,02/09/2004,37024
19836,FILIPPINI,BRIAN,SAN PIETRO IN CARIANO,5CI,Italy,25/08/2003,37131
20051,ERRADI,SIMONE,SONA,2NE,Italy,05/03/2005,37132
19274,BOU,CONSTANTIN,MARANO DI VALPOLICELLA,4AC,Italy,13/10/2006,37057
18958,PASSARINI,GABRIEL,VERONA,2ME,Italy,25/02/2006,37022
20247,DAL BOSCO,CONSTANTINO,VERONA,2GL,Italy,06/06/2002,37057
19588,FERRO,EDUARD ANDREI,GREZZANA,4AT,Italy,21/07/2007,37141
19464,FORONCELLI,FRANCESCO,VERONA,1AI,Italy,31/08/2004,37139
18742,DENTALE,TOMMASO,VALEGGIO SUL MINCIO,1EI,Italy,20/06/2002,37014
19884,SECCHI,LORENZO,ISOLA DELLA SCALA,1ME,Italy,16/08/2007,37125
18808,LUGLI,ALESSANDRO,VERONA,5BI,Italy,10/06/2007,37060
20117,GIACOMI,DAMIANO,VERONA,2PE,Italy,20/10/2005,37026
19172,SCHIAVONE,DIEGO,ZEVIO,2IL,Italy,24/01/2003,37136
20177,CASTENEDOLI,IGLI,ZEVIO,4AC,Italy,21/02/2008,37020
18580,ZAMBELLI,FILIPPO,VERONA,4AE,Italy,17/08/2002,37050
18107,FIORE,MATTIA,BOSCO CHIESANUOVA,2CI,Italy,15/06/2003,37135
20025,TURRINA,ALDO,SONA,5EI,Italy,19/04/2004,37063
19709,CAMPEDELLI,FRANCESCO,VERONA,2HL,Morocco,18/05/2006,37135
18334,BUTTURA,THOMAS,ZEVIO,1LE,Italy,21/11/2007,37012
20518,BRAGA,THOMAS,VERONA,1SE,Italy,20/12/2007,37137
20415,LEOPIZZI,SERGIU,SANT'AMBROGIO DI VALPOLICELLA,3CI,Italy,06/06/2005,37066
18561,HANGANU,MATTIA,LAVAGNO,5BL,Italy,19/07/2006,37023
19357,DONG,NICOLO',OPPEANO,1OE,Italy,18/11/2006,37138
19160,RONCOLETTA,KAVEEN NIRUSHA,VERONA,2GL,Moldova,21/11/2005,89054
20056,COMPRI,NICOLO',ZEVIO,1ME,China,06/09/2004,37050
19361,EL KHATIB,ANNIE,SAN GIOVANNI LUPATOTO,5AI,Italy,07/05/2005,37060
20355,GIRELLA,FRANCESCO ANGELO,PESCANTINA,5AL,Italy,16/04/2004,37139
19854,URTOLER,MARCO,VERONA,5DI,Romania,26/10/2002,37100
20374,CENCI,MARIA SOPHIE,BUSSOLENGO,3AC,Romania,11/05/2006,37131
19163,LAVARINI,DAVIDE,BADIA CALAVENA,4BL,Italy,22/02/2004,37133
18965,NIKOLINKO,ENRICO,ZEVIO,1GL,Italy,09/08/2006,37060
20312,ACCETTINI,FILIPPO,SONA,2LE,Morocco,18/04/2002,37124
20496,AITA,IOAN CRISTIAN,CASTELNUOVO DEL GARDA,1GL,Italy,02/12/2006,37030
18564,PE,FEDERICO,VERONA,3AE,Italy,29/05/2006,37141
19300,GALLUCCI,SIMONE,VILLAFRANCA DI VERONA,2ME,Moldova,03/06/2004,37062
20509,SCHIAVO,ALESSANDRO,ISOLA RIZZA,3AE,Italy,04/03/2006,37010
20519,PALMA,FABIO,PESCANTINA,1DI,Italy,08/11/2003,37122
18946,DIMAJO,DANIIL,VERONA,2AI,Italy,24/09/2003,37010
20322,TACCONI,OSCAR,VERONA,1SE,Italy,11/08/2005,37010
19462,TEREN,MATTIA,VERONA,4CI,Italy,21/07/2007,37134
19526,BUTTURINI,LORENZO,VERONA,3BE,India,24/04/2003,37026
19087,FILIPPI,ANDREA,ISOLA DELLA SCALA,3AE,Italy,24/09/2005,37062
20424,SIMONETTO,THOMAS,VERONA,3AC,Italy,14/07/2007,37059
19141,DAL CONTE,CRISTIAN,SONA,2EI,Italy,16/10/2003,37060
20501,CAPUZZI,FILIPPO,VERONA,2PE,Italy,27/10/2003,37059
19824,GIACOPUZZI,ALESSANDRO,NEGRAR,1RI,Italy,04/09/2007,37134
19486,BANZATO,LEONARDO,VILLAFRANCA DI VERONA,1OE,Italy,01/10/2003,37050
19499,SANTARPIA,MATTEO,BUSSOLENGO,5CI,Moldova,12/02/2004,37026
19196,GRAZIOLI,YIZI,SOMMACAMPAGNA,1FL,Italy,22/09/2004,37122
20325,WICKRAMASINGHE ARACHCHIGE DON,CHIARA,LAVAGNO,1GL,Italy,18/03/2007,37030
19051,AVARELLI,NIZAR,TREGNAGO,4AE,Italy,29/01/2005,37026
20261,PISANI,FRANCESCO CLAUDIU,SONA,3AI,Italy,22/11/2005,37050
19383,OSAZUWA,MATTIA,VERONA,5DI,Italy,16/04/2003,37026
19956,CASERTA,MATTHEW,PALU',1BI,Italy,02/04/2004,37066
18291,SORIO,ELIA,VERONA,1GL,Italy,13/02/2006,37062
19888,FAZION,LEANDRO,COLOGNOLA AI COLLI,2IL,Italy,30/05/2007,37057
20293,MANTOVAN,FEDERICO,VERONA,3AI,Italy,05/11/2004,37139
18945,PICCOLI,MARIO,NEGRAR,4AL,Italy,29/09/2001,37121
18193,RACOLTA,SAMUELE,VERONA,2AI,Italy,12/09/2003,37012
19939,SABINO,JASMINDER,OPPEANO,1BI,Italy,22/07/2007,37137
19616,BIANCHI,PIETRO,VERONA,3AL,Italy,14/01/2005,37010
20396,LAVARINI,RICCARDO,ISOLA DELLA SCALA,1RI,Italy,25/08/2006,37138
19961,FUMAROLA,RAYAN,VERONA,3GI,Italy,21/07/2004,37012
20461,NICOLI,ROBERTO CONSTANTIN,CASTEL D'AZZANO,1CI,Italy,14/12/2005,37135
20012,GRAMIS,ALESSIO,PESCANTINA,4EI,Italy,06/03/2007,37042
19811,FORANTE,ARIANNA,BUSSOLENGO,1CI,Italy,28/01/2005,37051
19748,SOARDO,THOMAS,VERONA,3AC,Italy,26/05/2007,37063
20167,VIRGILI,MIRCO,VERONA,2AI,Italy,22/11/2006,37056
20190,CROCE,RICCARDO,CALDIERO,4AI,Morocco,31/12/2005,37042
20146,VANTINI,CHRISTIAN,VILLAFRANCA DI VERONA,1PE,Pakistan,18/04/2005,37135
19045,CUTILLO,CAMILLA,VERONA,1EI,Turkey,05/03/2001,37141
20503,BROGGIO,JOSHUA,COLOGNOLA AI COLLI,2BI,Italy,24/06/2005,37132
18733,BERTAGNOLI,IANIS FLORIN,VIGASIO,4AT,Italy,05/02/2006,37063
18623,MESITI,ANDREA,RONCO ALL'ADIGE,1BI,Italy,26/05/2003,37060
19355,FRANZINI,THOMAS,VERONA,2HL,Italy,22/06/2006,37060
19862,ZANARDI,LEONARDO,VERONA,5AT,Italy,04/10/2005,37060
20243,JITARIU,ANDREA,SAN MARTINO BUON ALBERGO,1DI,Italy,11/03/2003,37060
18964,SZASZ,BLEND,SAN PIETRO IN CARIANO,3BI,Italy,08/04/2005,37010
18791,DE BENI,TOMMASO,ILLASI,3GI,Italy,15/07/2007,37137
19989,BUSTI,LORENZO,ISOLA DELLA SCALA,4BE,Italy,07/10/2006,37060
19792,FERRARI,SIMION,VERONA,4CI,Italy,14/01/2003,37066
18772,DANCI,FABIA,BOVOLONE,4EI,Italy,02/02/2007,37135
18820,FATTAH,RICCARDO,OPPEANO,1QL,Italy,18/05/2005,37139
19182,TOSONI,ADRIAN STEFANO,ISOLA DELLA SCALA,2LE,Italy,25/02/2003,37122
18912,NICOLIS,MICHELE,BOVOLONE,1IL,Croatia,18/06/2007,37138
19772,ROSSIGNOLO,ALESSIO,LAZISE,2ME,Italy,27/06/2007,37135
18563,SANSONI,AYOUB,NEGRAR,5AE,Italy,20/02/2004,37138
19866,MASSAFRA,MANUEL,SANT'AMBROGIO DI VALPOLICELLA,1EI,Italy,07/12/2001,37042
20478,BARONE,LORENZO,VERONA,5EI,Italy,01/03/2007,37039
19028,LEONI,IVAN,SOMMACAMPAGNA,1HL,Burkina Faso,27/01/2006,37016
19202,BERGAMO,FEDERICO,SAN MAURO DI SALINE,3AC,Italy,06/10/2003,37138
20408,FIORAZZO,DARLI,BOVOLONE,1FL,Italy,02/03/2007,37012
19477,BENINI,ALBERTO,MEZZANE DI SOTTO,5CI,Italy,28/08/2007,37060
19657,MAOLI,SIMONE,VIGASIO,3AT,Italy,27/01/2007,37135
19926,LOPRETE,MARIUS,CALDIERO,2PE,Romania,16/04/2004,37138
19855,EGHAREVBA,HASSIN,VERONA,1OE,Italy,09/08/2007,37060
19605,SOLOVEI,PIETRO,SAN GIOVANNI LUPATOTO,4BL,Italy,31/07/2001,37036
19560,MONTANARI,RICCARDO,CASTELNUOVO DEL GARDA,2NE,Italy,19/11/2006,37024
18790,DE GUIDI,GUIDO,ZEVIO,1SE,Italy,22/12/2004,37022
18526,MARGOTTO,MATTEO,CAPRINO VERONESE,1EI,Italy,23/06/2006,36045
18641,ZOUHRI,LUCA,SOMMACAMPAGNA,3AL,Italy,25/02/2004,37012
18767,BENETTI CARBONERA,ANDREA,PESCANTINA,3FI,Italy,19/02/2003,37057
18909,SCIACOVIELLO,STEFANO,BUSSOLENGO,1FL,Italy,20/08/2002,37060
19928,DE VECCHI,ISACCO,PESCANTINA,4BE,Italy,12/09/2001,37023
19035,POSTAL,DAVIDE,VIGASIO,1NE,Sri Lanka,14/05/2003,37124
20104,RAQUEL,NICOLAS,COSTERMANO,4AI,Italy,29/06/2003,37054
18794,LORENZINI,LORENZO,VERONA,1CI,India,04/07/2007,37011
20040,BASCHERA,CARLO,CASTELNUOVO DEL GARDA,3AT,Italy,25/12/2006,37063
20007,TINARELLO,LEONARDO,TORRI DEL BENACO,2PE,Italy,11/05/2007,37060
19599,FRISONI,FRANCESCO,CASTELNUOVO DEL GARDA,4AI,Italy,24/05/2004,37062
20363,CASSANTA,PIETRO,BUSSOLENGO,1NE,Italy,10/08/2006,37069
19705,CASTELLO,JONNY,MARANO DI VALPOLICELLA,5AL,Romania,15/09/2004,37137
18941,CORREALE,ALESSANDRO LUDOVICO,BUSSOLENGO,5AE,Italy,27/08/2007,37024
19697,ORSULIC,ANDREA,BELFIORE,2LE,Italy,08/02/2008,37024
20217,CIURLETTI,GABRIELE,SONA,1DI,Romania,09/11/2007,37057
19719,BRUNELLI,NICOLO',VERONA,3GI,Italy,25/10/2006,37014
20488,BAZGU,MICHELE,VERONA,1FL,Italy,10/09/2003,37122
18131,GUANDALINI,MATTEO,GREZZANA,4AL,Italy,21/03/2007,37136
19186,CIOHOREANU,GIANLUCA,CASTELNUOVO DEL GARDA,5AE,Italy,07/05/2004,37059
19048,MILLI,FILIPPO,VERONA,3AI,Italy,12/01/2003,37012
20382,ACCORDINI,FRANCESCO,VALEGGIO SUL MINCIO,5AC,Italy,08/01/2003,37138
18568,FOSSA',MAHMOUD,VERONA,4EI,Italy,17/07/2006,37060
19324,GRANDI,LEONARDO,VERONA,2HL,Italy,16/07/2001,37057
20510,ACCORDI,RENATO ROMET,VERONA,2EI,Italy,06/02/2006,37010
20079,SPERANZA,MARGHERITA,VERONA,3AC,Sri Lanka,17/09/2004,37069
19875,CURELLO,MATTIA,VERONA,1PE,Romania,25/01/2006,37022
18593,COLOMBO,EMANUELE,SAN MARTINO BUON ALBERGO,3BL,Italy,21/09/2006,37141
20108,BEIFIORI,RUBEN,BARDOLINO,3GI,Italy,28/07/2007,37017
20249,SABOURI,GABRIELE,MARANO DI VALPOLICELLA,4EI,Italy,17/08/2004,37063
20186,RIZZA,ADAM,BUSSOLENGO,5DI,Italy,07/09/2005,37020
18607,TAROCCO,ZAKARIA,CAPRINO VERONESE,2ME,Italy,11/06/2005,37010
19769,BRUNO,DAMIANO,VERONA,2EI,Italy,24/03/2007,37135
19806,PERRI,NATHAN,OPPEANO,4AC,Italy,12/11/2007,37138
20452,DAI PRE',GIOVANNI PAOLO,PESCANTINA,2DI,Italy,15/11/2007,37137
18162,SALANDINI,MARCO,PALU',1HL,Italy,07/10/2006,37057
20178,SACCHETTO,THOMAS,CASTELNUOVO DEL GARDA,3BL,Italy,16/12/2007,37100
19955,CHERUBINI,NICOLA,VERONA,3EI,Romania,12/05/2005,37036
18409,DONEA,FEDERICO,SAN MARTINO BUON ALBERGO,3EI,Moldova,28/09/2004,37012
18730,TERRANOVA,MATTEO,VERONA,2LE,Italy,06/02/2005,37042
19206,COROPAT,FILIPPO,VERONA,3BE,Italy,29/08/2007,37013
19176,COMPAROTTO,FLORIN ANTONIO,VERONA,4DI,Italy,08/10/2005,37137
19864,BORTOLAZZI,DANIEL,ISOLA DELLA SCALA,2DI,Italy,07/06/2007,37020
19867,CHESINI,MATTIA,SAN GIOVANNI LUPATOTO,5BI,Italy,05/09/2007,37026
20497,ZORZI,LORENZO,VALEGGIO SUL MINCIO,4DI,Italy,25/05/2006,37057
19977,GALLETTA,CRISTIAN,VILLAFRANCA DI VERONA,1PE,Italy,19/03/2005,37039
19067,SIGNORELLI,LEONARDO,COLOGNOLA AI COLLI,2HL,Italy,05/01/2004,37050
18775,ZECCHIN,NICO,VERONA,1HL,Colombia,19/09/2003,37010
19369,OLIBONI,ENRICO,BOVOLONE,1FL,Italy,11/06/2004,37142
19368,POLI,SIMONE,COLOGNOLA AI COLLI,5AI,Italy,08/12/2004,37030
19360,MENEGAZZI,CHANDUPA,VERONA,1IL,Italy,10/04/2006,37138
19366,FERRARI,EDGAR HENRIQUE,VERONA,2EI,Italy,04/01/2007,37131
19479,FILIPPONI,SALVATORE,VERONA,1HL,Italy,03/12/2003,37036
20453,ANNECHINI,SIMONE FRANCESCO,BUSSOLENGO,1CI,Ghana,28/08/2003,37135
20181,BERTAIOLA,ELIA,VERONA,4AL,Italy,12/03/2004,37024
19727,MAGGI,ALESSIO,MEZZANE DI SOTTO,1LE,Bangladesh,10/07/2002,37051
18127,SERAFINI,TALULAH,CAVAION VERONESE,3BL,Romania,08/06/2006,37068
19490,DKHISSI,SZYMON DAMIAN,SAN GIOVANNI LUPATOTO,2ME,Morocco,07/09/2005,37047
17729,ALESSI,RICCARDO,VERONA,2IL,Italy,13/02/2006,37057
19321,BRUZZESE,STEFANO,MEZZANE DI SOTTO,1EI,Italy,09/06/2006,37138
18981,PEDROLLO,NICOLAS,VERONA,5AI,Italy,28/03/2004,37036
20334,MARCOLINI,MATTIA,VERONA,2LE,Italy,11/05/2000,37131
18609,POSTICA,ANDREA,CASTEL D'AZZANO,3AE,Italy,02/09/2007,37138
20194,ZUANAZZI,IMRAN,SAN GIOVANNI LUPATOTO,3BL,Italy,09/02/2005,37138
18676,MORELLI,PIETRO,SANGUINETTO,1LE,Italy,06/06/2007,37020
19022,FERRARETTO,ALESSIO,LAZISE,1LE,Italy,08/04/2007,37036
20142,WROBEL,THOMAS,BUSSOLENGO,2GL,Italy,14/03/2002,37129
19903,SERPELLONI,RICCARDO,SOAVE,1OE,Italy,03/06/2007,37137
19999,BORTOLAZZI,DANIEL,VILLAFRANCA DI VERONA,1PE,Italy,14/12/2007,36015
19711,GIUSTI,ALESSIO,GREZZANA,5BL,Italy,02/01/2003,37100
20380,DONEA,MATTEO,SONA,1LE,Italy,01/08/2003,37030
19315,FRAZZA,NICOLA,VERONA,2BI,Italy,18/07/2005,37055
19108,PASQUETTO,MARCO,CASTELNUOVO DEL GARDA,3BL,Tunisia,29/12/2007,37122
19739,BUTACU,DUMITRU,ZEVIO,4AE,Italy,16/06/2005,37029
17258,VINCO,ELIA,VERONA,5AC,Italy,12/05/2007,37062
20505,JASPAL,ANDREA,ROVERE' VERONESE,1GL,Italy,29/01/2003,37019
19787,RONCA,RICCARDO,MONTEFORTE D'ALPONE,2CI,Italy,18/11/2003,37066
19848,MURARI,KEVIN,SOMMACAMPAGNA,3AE,Italy,06/09/2004,37068
19793,FUSINA,CLAUDIO,SANT'AMBROGIO DI VALPOLICELLA,2CI,Italy,26/08/2005,37029
19435,SANTI,PARTAP,BOVOLONE,2IL,Italy,09/07/2003,37060
19318,SCARTEZZINI,ALESSANDRO,RONCO ALL'ADIGE,3BL,China,16/01/2004,37131
19443,TOTA,GIOSUE',VERONA,4AE,Italy,16/08/2006,37021
20185,ALBRIGI,ELIA,ILLASI,3FI,Sri Lanka,19/09/2007,37010
20047,MARCONI,LUCA,VIGASIO,5BI,Italy,07/11/2003,37014
20271,CATTELANI,FRANCESCO,SALIZZOLE,1RI,China,24/07/2006,37060
18801,RUSSO,YAAKOUB,PESCANTINA,1EI,Italy,18/10/2004,37040
19920,PASOTTO,ALESSANDRO,ERBE',1QL,Italy,26/06/2006,37038
19643,GARISTA,ALESSANDRO,VERONA,2NE,Italy,13/04/2005,37014
19704,NAPA,CHRISTIAN,SAN GIOVANNI LUPATOTO,1AI,Albania,23/07/2006,37026
19906,NOTA,SARA,VERONA,3BI,Italy,15/04/2005,37138
20136,MARCONCINI,JAMES OBED,NOGARA,3BE,Italy,21/08/2006,37057
19292,FANTOZZI,ALESSANDRO,SOMMACAMPAGNA,3GI,Italy,27/11/2006,37026
19002,BAZGU,RICCARDO,BOVOLONE,4AE,Italy,16/08/2004,37138
19972,GRECO,GIANMARIO,VERONA,4AC,Italy,27/12/2007,37012
19295,TAURINO,LUCA,SONA,2BI,Italy,22/06/2005,37010
18988,ERBISTI,ASIA,VERONA,4BE,Italy,09/01/2005,37014
20426,TRAINA,EDOARDO,BUSSOLENGO,2FL,Italy,14/02/2003,37135
19851,ROVERSI,DIEGO,VERONA,5AI,Italy,17/11/2003,37060
19436,SAIDI,LEONARDO,VILLAFRANCA DI VERONA,4AL,Italy,16/07/2004,37139
20222,CAMUFFO,YOUNESS,CASTEL D'AZZANO,1QL,Italy,05/07/2007,37030
20252,ARCAMONE,THOMAS,PESCANTINA,3AC,India,28/04/2006,37063
19307,COZZOLINO,MATTIA,VERONA,1QL,Italy,18/09/2004,37013
20298,COCCIOLO,STEFANO,SOAVE,4AE,Italy,19/10/2005,37134
19166,AKRIMI,LEONARD,BOVOLONE,5DI,Italy,10/09/2005,37134
19650,PERSI,IVAN MORENOVICH,VERONA,4CI,Italy,14/03/2005,37134
19392,CARPENE,ANDREA ALBERTO,SAN GIOVANNI LUPATOTO,2DI,Italy,29/11/2005,37024
20213,VAONA,RICARDO,BUTTAPIETRA,5AT,Sri Lanka,13/11/2006,37138
19378,RIGON,NICOLO',CALDIERO,3AT,Italy,30/03/2004,37023
18768,ZECCHIN,DAVIDE COSTANTINO,CASTELNUOVO DEL GARDA,2OE,Italy,02/06/2004,37060
18644,SPERANZINI,SALVATORE,AFFI,4AL,Italy,28/09/2005,37057
18780,FORONI,ABDULLAH,GREZZANA,4BL,Italy,04/01/2007,37062
20233,CENGIA,XUE SHUN,CALDIERO,4DI,Italy,20/02/2004,37132
20487,BERTANI,DAVIDE,BOVOLONE,3DI,Italy,19/06/2007,37139
18699,VALENTINI,ANDREA,BOVOLONE,5CI,Italy,06/02/2005,37057
19215,TACCONI,NATHAN,LAZISE,1GL,Italy,08/09/2006,37066
19798,FAVALLI,DAVIDE,VILLAFRANCA DI VERONA,3AI,Italy,31/05/2006,37010
20001,MONTAGNOLI,JUSTIN,SONA,4AI,Italy,10/12/2006,37042
19781,DE AGOSTINI,CRISTIAN,PESCHIERA DEL GARDA,1PE,Italy,30/11/2004,37132
19489,ZANCANARO,THOMAS,ZEVIO,3DI,Italy,09/01/2007,37026
20288,GAROFOLO,NICOLA,ILLASI,4AI,Italy,07/05/2003,37036
18133,DALDOSSO,SIMONE,SONA,3BE,Italy,04/11/2004,37010
20039,RODEGHER,THOMAS,VERONA,2DI,Italy,08/08/2005,37059
19317,METTIFOGO,VALIANT ESOSA,SAN MARTINO BUON ALBERGO,5BI,Italy,28/12/2005,37022
19117,GELMETTI,MATTEO,VERONA,1OE,Italy,08/08/2007,37019
19263,PIGOZZO,NICCOLO',VERONA,1IL,Italy,22/09/2006,37060
18225,FATTAH,FRANCESCO,BUSSOLENGO,4AL,Italy,17/03/2005,37028
20118,RAMADANI,ANTONIO,SAN GIOVANNI LUPATOTO,4AC,Italy,23/07/2005,37020
18876,TURCANU,CRISTIAN,VERONA,5EI,Italy,08/01/2006,37141
20531,PETRUTA,LUCA IONUT,FUMANE,2GL,China,18/05/2004,37135
20441,BOROTTO,PIETRO,VERONA,5AI,Italy,21/09/2007,37029
19278,JASIC,AMINE,ROVERCHIARA,3AE,Italy,26/04/2007,37128
19221,PIAZZI,GABRIELE MATTEO,BARDOLINO,2EI,Italy,26/12/2004,37126
19561,POPOV,VANESSA,NEGRAR,1HL,Italy,10/12/2005,37012
19690,PARRICELLI,LUCA,VERONA,4CI,Italy,26/08/2002,37059
19209,FIORINI CARBOGNIN,ALESSANDRO,VERONA,4DI,Italy,01/04/2003,37010
19595,DONATO,CRISTIAN,SAN MARTINO BUON ALBERGO,4BL,Romania,25/11/2005,37014
19471,MENEGATTI,GEORGE DENIS,PESCHIERA DEL GARDA,2GL,Italy,19/04/2003,37134
20484,IDINI,MARCO,BUSSOLENGO,2NE,Italy,26/07/2006,37138
18942,MORO,GABRIELE,DOLCE',5AE,Italy,23/09/2006,37012
18293,RAVANINI,NICOLO',VILLAFRANCA DI VERONA,5EI,Italy,15/07/2006,37131
19010,PAVAN,SIMONE,CALDIERO,3AI,Italy,20/07/2004,37051
19896,TICALA,NICHITA,CALDIERO,2AI,Italy,23/11/2006,37031
19380,PASETTO,ANDREA ANGELO,SAN GIOVANNI LUPATOTO,1IL,Italy,21/10/2004,37063
20114,SINGH,ARDIT,VERONA,4AL,Italy,18/11/2005,37068
18655,BIONDANI,PIOTR,NEGRAR,4AC,Italy,19/01/2005,37136
18518,FARINAZZO,DIMITRI,LAVAGNO,1SE,Italy,06/10/2007,37123
19803,MEJRI,FRANCESCO,VERONA,3BE,Italy,18/04/2007,37060
19246,ZARDINI,NICOLO',ROVERE' VERONESE,3BL,Italy,08/02/2006,37122
18926,TADDEI,SALVATORE,AFFI,4BI,Italy,07/05/2007,37136
20482,ZACCHIROLI,FRANCESCO,VERONA,2FL,Peru,15/09/2007,37050
19247,DE DONNO,FILIPPO,SAN MARTINO BUON ALBERGO,4EI,Italy,30/07/2007,37063
20329,KWARTENG,FEDERICO,VIGASIO,1SE,Italy,10/12/2003,37064
20520,BONINI,PIETRO,CASTELNUOVO DEL GARDA,4BI,Italy,30/12/2005,37026
19358,PERAINO,MARCO,PESCANTINA,3CI,Italy,30/05/2005,37136
18997,GARONZI,PIETRO,SAN MARTINO BUON ALBERGO,4EI,Italy,15/05/2002,37139
20544,ZOCCATELLI,FRANCESCO,VERONA,5AL,Italy,07/09/2007,37050
20175,DE PAOLI,CORRADO,OPPEANO,4BI,Italy,28/12/2005,37062
19585,STOCCO,MOUAD,VERONA,5BL,Italy,24/03/2003,37136
19966,CAMPAGNARI,TOMMASO,VERONA,1OE,Italy,17/04/2007,37030
20448,ROSSI,LUCA,VILLAFRANCA DI VERONA,5CI,Italy,17/04/2002,37012
19504,CASTENEDOLI,CHRISTIAN,VERONA,2EI,Italy,13/04/2007,37023
20489,PAGANOTTO,MATTEO,VERONA,1GL,Italy,20/02/2004,37063
20317,MIGLIORINI,FRANCESCA,VERONA,3DI,Italy,07/02/2003,37138
20004,CHEEMA,MICHELE,VILLAFRANCA DI VERONA,2GL,Italy,06/09/2007,37138
20046,VALENTINI,ROY,ROVERE' VERONESE,4BI,Romania,28/08/2007,37022
20203,CONTRI,ANDREA,VERONA,3AI,Moldova,31/12/2004,37138
18520,FASOLI,ILYAS,SAN GIOVANNI LUPATOTO,3EI,Italy,15/02/2003,37132
19367,BARBARO,LUDOVICO,VERONA,1CI,Italy,27/09/2007,37051
18870,MASSENZ,CAMILO JESUS,CASTEL D'AZZANO,4DI,Italy,08/07/2006,37060
20370,CORRADI,LORENZO,BADIA CALAVENA,4AE,Italy,09/05/2003,37055
20230,ZANONCELLO,LORENZO,ZEVIO,1IL,Romania,17/07/2006,37024
19373,COLOMBO,LUCA,RIVOLI VERONESE,5AL,Italy,10/01/2007,37126
18547,REITANO,ROBERTO,VERONA,4BI,Italy,25/03/2004,37039
18540,AIT EL HAJ,ANNA,SAN MARTINO BUON ALBERGO,4AI,Italy,20/12/2003,37023
19629,FLOREA,SAHIB SINGH,VALEGGIO SUL MINCIO,3GI,Philippines,20/02/2006,37022
19948,BARBERA,HAMMAD,VERONA,1LE,Italy,13/06/2006,37067
19189,BUTACU,GIACOMO,COLOGNOLA AI COLLI,4AT,Italy,07/02/2005,37024
19717,ROSSETTI,FRANCESCO,PESCANTINA,3AT,Italy,14/02/2007,37069
19406,SOSO,LEONARDO,VERONA,2EI,China,17/02/2002,37121
18554,IRPRATI,FILIPPO,SONA,4AC,Romania,07/11/2005,37138
20541,GIORNETTA,FLORIANO PIO,VILLAFRANCA DI VERONA,1AI,Italy,27/07/2004,37050
18943,MALERBA,PIETRO,ZEVIO,2FL,Italy,26/12/2005,37030
20378,BENABDALLAH,NAID,ZEVIO,1SE,Italy,10/04/2006,37030
19110,MANTOVANI,MARIO,CERRO VERONESE,1QL,Italy,07/12/2004,37059
20018,OCNEANU,AMIN,LAZISE,5AI,Italy,12/07/2003,37139
20431,CALANCEA,ENEA,NEGRAR,4AL,Italy,26/02/2007,37042
18239,BELLONI,ANDREA,FUMANE,3DI,Italy,24/01/2007,37131
19401,PRATI,PIETRO,VERONA,4AT,Italy,19/04/2002,37014
19788,BALDOVIN,ENRICO,SONA,3DI,Italy,20/08/2004,37052
